ten_cay,loai_benh,nguyen_nhan,trieu_chung,cach_dieu_tri
Bí đỏ,Vàng lá do dinh dưỡng không cân đối,Thiếu Kali | Thiếu Canxi | Thiếu Boron | Thiếu Fe,"Thiếu Kali: lá vàng, cháy xém từ rìa lá lan rộng đến thịt giữa gân lá, gân chính gân phụ còn xanh, lá khô dần và héo. | Thiếu Canxi: lá non chuyển vàng, cháy xém, biến dạng, lõm xuống do mép lá cong lại, điểm sinh trưởng khô đen, quả phát triển bất thường. | Thiếu Boron: lá non chuyển vàng từ mép lá lan dần vào bên trong, tỷ lệ ra hoa đậu trái giảm do điểm sinh trưởng khô đen. | Thiếu Fe: lá non úa vàng, gân chính và gân phụ còn màu xanh, theo thời gian gân lá cũng chuyển màu và có thể làm cháy lá.","Bón phân định kỳ, cân đối dinh dưỡng. | Sử dụng phân bón lá dinh dưỡng Vi AMEN để giúp lá xanh dày, cứng lá."
Bí đỏ,Vàng lá do côn trùng chích hút,"Rầy mềm, rầy rệp chích hút nhựa trên lá bí đỏ. | Côn trùng truyền nhiễm virus khảm dưa chuột gây vàng lá, xoăn lá, sun ngọn.","Lá vàng, xoăn lá, sun ngọn. | Cây phát triển kém, tỷ lệ ra hoa đậu trái ít. | Rễ hút nước và dinh dưỡng kém.",Phun thuốc phòng trừ sâu bệnh hại từ sớm. | Sử dụng Ola insect in99 để xử lý sâu hại.
Bí đỏ,Vàng lá do tưới nước sai cách,"Tưới nước quá nhiều (đất úng): bộ rễ thiếu oxy, tạo môi trường cho nấm bệnh và tuyến trùng. | Tưới nước quá ít (mùa khô): lá bí đỏ chuyển vàng, héo rũ, thân mềm.","Đất úng: vàng lá, thối rễ, thối trái và chết cây. | Thiếu nước: lá bí đỏ chuyển vàng, héo rũ, thân mềm.","Tưới nước dựa trên nhu cầu phát triển của cây và tình hình thời tiết, ưu tiên tưới nhiều vào mùa khô. | Kiểm tra vườn sau khi mưa tạnh, giúp đất tiêu thoát nước."
Bí đỏ,"Vàng lá, khảm lá do virus tấn công",Virus khảm lá (CMV và PaLCuV) do rầy rệp chích hút và truyền nhiễm.,"Lá bí đỏ chuyển vàng lốm đốm xen lẫn phần thịt còn xanh. | Lá nhiễm bệnh xoăn lại, co dúm, chùn ngọn. | Cây bí đỏ héo rũ và chết hẳn. | Khi chẻ dọc thân có dịch trắng chảy ra (dịch vi khuẩn).",Phun thuốc để ngăn tình trạng lây lan toàn vườn. | Sử dụng Tribe Vacci Gold (new) để diệt các loại virus và vi khuẩn.
Bí đỏ,Bệnh sương mai,Nấm Peronospora parasitica. | Phát sinh gây hại ở nhiệt độ từ 24 – 30°C và độ ẩm không khí cao.,"Lá vàng ở hai mặt, trên lá là các chấm nhỏ màu vàng hình thù khác nhau. | Mặt dưới lá có lớp phấn màu trắng xám phủ lên. | Vết bệnh chuyển dần sang màu nâu, lan rộng ra làm cháy lá, khô và rách lá.",Phun thuốc phòng trừ sâu bệnh hại từ sớm. | Sử dụng bộ đôi Be Green & Bio Soil để tiêu diệt nấm sương mai và cải tạo đất.
Hành lá,Bệnh thán thư,"Do nấm Colletotrichum spp gây ra, đặc biệt ở Việt Nam là nấm Colletotrichum gloeosporioides. | Môi trường phát triển lý tưởng: Nhiệt độ từ 25 – 28°C, độ ẩm khoảng 80%. | Ưa thích vườn hành lá bón dư đạm. | Lưu tồn trong tàn dư thực vật, đất trồng và củ giống. | Đường lây lan: mưa, gió, sương sớm hoặc do người trồng. | Những cây hành lá đã nhiễm bệnh xoăn vàng từ trước có nguy cơ mắc bệnh thán thư cao hơn, nhất là khi nhiệt độ xuống dưới 20°C.","Trên lá hành: Bệnh thường phát sinh ở giữa lá, vết bệnh chuyển màu vàng nâu, lan dọc theo chiều dài lá. Bên trong vết bệnh có các vòng đồng tâm màu xám trắng. Lá hành sau đó bị cháy và gãy ngang tại chỗ nhiễm bệnh. | Trên thân và củ giống: Xuất hiện vết bệnh thán thư có diễn biến tương tự như trên lá hành, nhưng kích thước lớn hơn.","{'Phòng ngừa và biện pháp canh tác': ['Chọn giống hành lá kháng bệnh, chống chịu thời tiết tốt (ví dụ: TN 171, TN 172, RADO 25, PD 119, Hành hương cao sản).', 'Vệ sinh khu vực trồng: dọn cỏ, thu gom tàn dư thực vật, xử lý đất bằng vôi bột hoặc thuốc sinh học.', 'Nên trồng hành vào mùa nắng. Nếu gieo vụ vào mùa mưa, cần lên luống cao để đất tiêu thoát nước tốt, tránh ngập úng rễ.', 'Gieo trồng hành lá với mật độ hợp lý, phù hợp diện tích vườn.', 'Bón phân tương ứng với nhu cầu sinh trưởng của cây hành lá, tránh bón dư đạm.', 'Áp dụng hệ thống tưới nhỏ giọt để dễ dàng kiểm soát lượng nước tưới vào mùa mưa.', 'Luân canh với các cây trồng khác họ như lúa nước, cây ăn rau và cây họ đậu để giảm thiểu mầm bệnh thán thư trong đất.', 'Khi phát hiện vườn có dấu hiệu nhiễm bệnh, tiến hành nhổ bỏ và tiêu hủy các cây bị bệnh xa vườn.'], 'Sử dụng thuốc đặc trị Antafungal': {'Thành phần': 'Mật số vi sinh 10^7 CFU/g, gồm Trichoderma spp, Chaetomium spp, Paecilomyces sp, chủng nấm cộng sinh, vi khuẩn lên men cải tạo đất, các loại axit hữu hiệu (humic, fulvic) và vi lượng dạng EDTA.', 'Công dụng': 'Xử lý triệt để nấm hại gây bệnh thán thư, hạn chế nguy cơ tái nhiễm. Điều trị bệnh cục bộ, ngăn chặn lây lan. Kích thích cây sinh trưởng tốt. Bổ sung các vi sinh hữu ích giúp cải tạo đất trồng.', 'Hướng dẫn sử dụng': {'Trị bệnh': 'Pha 250g Antafungal với 200 lít nước, tập trung phun ở gốc hành lá, mỗi lần cách từ 5 – 10 ngày.', 'Phòng bệnh': 'Pha 250g Antafungal với 400 lít nước, phun định kỳ 2 – 3 lần/vụ (điều chỉnh dựa trên tình hình thời tiết).'}}}"
Ngô,Bệnh đốm lá lớn ngô,"Do nấm Helminthosporium Turcicum Pass (thuộc họ Pleosporaceae, lớp Nấm Bất Toàn) gây ra. Nấm xâm nhập thông qua các mô non của cây ngô qua các lỗ khí. Bệnh phát sinh mạnh ở các khu vực trồng bắp (bắp địa phương hay bắp lai), chúng tấn công bằng các bào tử vào các bộ phận còn non, yếu trên cây ngô. Nấm bệnh thường xuất hiện ở những tháng có ẩm độ cao và nhiệt độ thấp. Nấm bệnh phát triển mạnh và gây hại rõ rệt trên những ruộng ngô không được chăm sóc kỹ, đất chặt, dễ bị đóng váng, phân bón ít, những ruộng thường hay bị úng, trũng nước.","Có thể dễ dàng nhận thấy những đốm lá lớn trên bẹ lá, lá bao và rõ nhất là ở trên lá chính của cây ngô. | Dấu bệnh thường xuất hiện ở các lá già, mọc gần sát gốc trước, sau đó lan dần lên những lá ở phía trên. | Những dấu bệnh ban đầu là những vết nhỏ, thấm nước, có dạng hình bầu dục tạo thành trên bề mặt lá. | Khi thời tiết ẩm ướt thì các mảng mốc màu đen sẽ bắt đầu xuất hiện trên lá cây ngô. | Lá cây bị teo, co rút, lá bị vàng làm ảnh hưởng nghiêm trọng đến quá trình quang hợp của ruộng ngô. Nếu tình trạng này kéo dài thì cây sẽ bị chết. | Bào tử nấm có khả năng lan truyền rất nhanh từ cây này sang cây khác nhờ gió, nước mưa, động vật hay do kỹ thuật canh tác, khiến nấm bệnh phát tán trên diện rộng.","{'Phòng ngừa và chăm sóc': ['Sử dụng giống ngô kháng bệnh, đạt năng suất tốt và có sức chống chịu với nấm bệnh và thời tiết khắc nghiệt.', 'Thực hiện xử lý hạt giống kỹ lưỡng trước khi gieo hạt.', 'Thực hiện vệ sinh đồng ruộng, phơi đất kỹ, cày sâu để chôn vùi và giảm thiểu mầm bệnh trong đất.', 'Thu gom tàn dư từ mùa vụ trước để hạn chế nấm bệnh còn tồn đọng lại.', 'Nếu có điều kiện thì cần luân canh với lúa hoặc các cây họ đậu.', 'Thường xuyên cắt tỉa bớt những lá già, những lá bị nấm tấn công để tạo độ thông thoáng cho ruộng ngô.', 'Tưới nước, cung cấp các chất dinh dưỡng cần thiết cho ruộng ngô, nên bón cân bằng giữa các chất, tránh bón quá nhiều phân đạm.', 'Theo dõi ruộng ngô thường xuyên để phát hiện sớm các dấu hiệu bệnh cũng như áp dụng các biện pháp phòng trị kịp thời.', 'Nếu phát hiện nấm bệnh cần sử dụng các loại thuốc sinh học, phân bón hữu cơ để xử lý tận gốc nấm mà không gây tổn hại đến môi trường.'], 'Điều trị bằng thuốc đặc trị': {'Tên thuốc': 'Phy FusaCo', 'Thành phần': 'Chaetomium spp, Trichoderma spp, Bacillus subtilis: 1,5×10^8 CFU/ml; được sản xuất ra theo công nghệ kết hợp bào tử gốc các chủng nấm đối kháng Chaetomium và Trichoderma cùng với các hoạt chất Enzym ngoại bào và Nano chitosan.', 'Công dụng': ['Xử lý dứt điểm nấm gây ra bệnh đốm lá lớn ngô.', 'Giúp phòng trừ các loại nấm bệnh như: Collectotricum, Fusarium, Phytopthora… đã gây ra bệnh nứt thân, xì mủ, thán thư, đốm lá, sương mai.', 'Hỗ trợ tăng tính đề kháng cho cây ngô, giúp cây chống chịu tốt các loài nấm bệnh hay điều kiện thời tiết bất lợi làm ảnh hưởng.', 'Mang đến hiệu quả nhanh chóng, hiệu quả kéo dài và có tác dụng trên diện rộng.', 'Hỗ trợ nâng cao chất lượng nông sản, an toàn, không gây độc hại đến môi trường xung quanh và sức khỏe của người sử dụng.'], 'Hướng dẫn sử dụng': {'Để trị nấm gây bệnh': 'Dùng 250ml Phy FusaCo và 400-600 lít nước, hòa tan với nhau và tiến hành phun kỹ trên vườn ngô, chú trọng phun kỹ vào những lá cây bị tấn công nặng. Liều lượng phun mỗi lần cách nhau từ 5-7 ngày.', 'Để phòng bệnh': 'Sử dụng 250ml Phy FusaCo hòa tan với 800-1000 lít nước, thực hiện phun định kỳ từ 15-30 ngày/lần, để mang lại hiệu quả phòng trừ tốt nhất.', 'Lưu ý khác': 'Có thể sử dụng chung với các sản phẩm khác để nâng cao hiệu quả. Khi sử dụng thuốc còn dư thì cần đóng chặt chai, bảo quản thuốc ở những nơi khô ráo, thoáng nước, không đặt gần trẻ em và thú cưng.'}}}"
Ngô (Phy FusaCo được giới thiệu cho cây ngô),"['Nứt thân', 'Xì mủ', 'Thán thư', 'Đốm lá (loại khác đốm lá lớn)', 'Sương mai']","Các loại nấm Collectotricum, Fusarium, Phytopthora.",Bài viết không nêu chi tiết triệu chứng cho từng loại bệnh này.,"Thuốc Phy FusaCo có công dụng phòng trừ các loại nấm gây ra những bệnh này. Tuy nhiên, bài viết không cung cấp hướng dẫn sử dụng cụ thể về liều lượng và tần suất phun riêng cho từng bệnh này, ngoài hướng dẫn chung cho bệnh đốm lá lớn và phòng ngừa tổng thể."
Mướp hương,Vàng trái non do bón nhiều đạm,"Bón nhiều phân đạm (phân chuồng ủ hoai, phân hữu cơ, phân NPK đạm cao) trong giai đoạn ra hoa đậu trái.","Gây cản trở khả năng ra trái, giữ trái trên cây; trái có xu hướng rụng sớm.","Trước khi mướp ra hoa: bón lân và kali cho cây. | Sau khi ra hoa đậu trái: phun phân trung – vi lượng (canxi, boron, kẽm, đồng) để giữ hoa, giữ trái non trên giàn."
Mướp hương,Ruồi vàng đục trái,"Mùi thơm ngọt của mướp hương thu hút ruồi vàng. Ruồi dùng vòi đâm vào vỏ mướp, đẻ trứng. Trứng nở thành dòi màu trắng phá hoại thịt trái bên trong.",Mướp hương bị vàng trái non ở khu vực có dòi.,Bao trái càng sớm càng tốt. | Treo bẫy dẫn dụ hoặc phun thuốc (PE INSECTS) khi mật độ ruồi vàng tăng cao.
Mướp hương,Bệnh thối bụng (belly rot) do nấm Rhizoctonia solani,"Nấm Rhizoctonia solani lây truyền qua hạt giống hoặc lưu tồn trong đất, xâm nhiễm vào những trái khu vực sát đất trồng.","{'Mướp hương non': 'vàng đầu trái, teo tóp và thối dần; một số trái có màu vỏ nâu vàng, hình thành các đốm lõm ở bụng trái.', 'Mướp hương trưởng thành': 'trái bị biến dạng, trên thân nổi các cục u sần, thối vàng từng vàng, vết thối chuyển nâu.'}","Thu gom mướp trái nhiễm bệnh, tỉa bỏ các bộ phận nhiễm nấm đem tiêu huỷ xa vườn. | Xử lý đất trồng và phun thuốc (BE GREEN) ngăn chặn bệnh thối bụng lây lan."
Mướp hương,Vàng trái non do thiếu nước,"Tưới thiếu nước, cản trở quá trình sinh trưởng của dây leo và rễ, nhất là trong giai đoạn ra hoa đậu trái.","{'Mướp hương non': 'thân teo tóp có màu nâu nhạt, cuống ngắn.', 'Mướp hương trưởng thành': 'trái chuyển vàng rồi nâu từ đít trái, thân teo tóp, khô.'}",Bổ sung nước ngay để cứu cây mướp. Trường hợp để cây mướp khô hạn quá lâu khiến cây chết buộc phải bỏ và trồng mới.
Cây thuốc lá,Thối thân (còn gọi là đen thân),"Tác nhân chính: Nấm Phytophthora nicotianae. | Trồng liên tục nhiều vụ thuốc lá (nấm P. nicotianae có thể lưu tồn trong đất 2 năm). | Vùng đất trũng, thoát nước kém. | Dinh dưỡng thiếu cân đối (thiếu canxi, magie nhưng thừa đạm). | Điều kiện môi trường thuận lợi cho nấm phát triển: Nhiệt độ 29 – 32°C, độ ẩm cao, pH đất 6 – 7. | Đường lây truyền: cây giống, nước mưa, nước tưới.","{'Giai đoạn cây con': ['Xuất hiện vết bệnh nhỏ ở rễ hoặc phần thân sát gốc.', 'Vết bệnh lan dần đến lá và rễ chính gây thối rễ, gốc cây teo lại, cây con chết héo.', 'Nếu trời mưa: hình thành lớp nấm trắng trên mặt đất. Trời nắng: cây chết khô đen.'], 'Giai đoạn cây phát triển': ['Vết bệnh màu đen dài 20 – 30cm trên gốc cây.', 'Lõi cây bên trong có màu nâu, nhiều tầng rộng tạo thành hình đĩa xếp cách nhau.', 'Thối mục toàn bộ từ rễ tơ đến rễ chính, cây rất dễ nhổ.', 'Trên lá có các vết bệnh nằm rải rác, đường kính khoảng 3 – 4 cm, màu nâu xanh hoặc nâu đen.', 'Trời nắng mạnh: lá có thể bị thủng, chuyển vàng dần sang nâu, teo tóp, héo rũ.'], 'Tác hại': 'Mảng đen phủ kín thân cây, lây lan xuống rễ khiến bộ rễ hút nước kém. Cây không nhận được nước và dinh dưỡng, lá úa vàng, teo tóp và rụng. Rễ suy yếu và cuối cùng cây chết. Bệnh có nguy cơ lây lan cao, ảnh hưởng nghiêm trọng đến năng suất và nguồn thu nhập.'}","{'Phương pháp chăm sóc phòng ngừa': ['Gieo trồng cây thuốc lá với mật độ hợp lý.', 'Luân canh cây trồng (không trồng các cây họ Cà liên tiếp nhiều vụ).', 'Kiểm tra tình trạng sức khỏe cây giống trước khi trồng.', 'Dọn vườn sạch sẽ sau thu hoạch, thu gom tàn dư thực vật, làm cỏ.', 'Xử lý đất trồng bằng vôi bột hoặc thuốc sinh học.', 'Lên luống cao từ 40 – 45cm (hình mai rùa) để thoát nước dễ dàng.', 'Bón lót bằng phân chuồng ủ hoai với chế phẩm nấm Trichoderma hoặc phân hữu cơ vi sinh.', 'Áp dụng hệ thống tưới nhỏ giọt để kiểm soát lượng nước.', 'Cân đối dinh dưỡng, không bón nhiều đạm hoặc phân NPK đạm cao.', 'Khi phát hiện cây bị thối thân: lập tức nhổ bỏ, tiêu hủy xa vườn và phun thuốc ngăn chặn.'], 'Thuốc phòng trị': {'Tên thuốc': 'Bộ đôi Be Green & Bio Soil', 'Thành phần Be Green': 'Mật số vi sinh Chaetomium cupreum (1,5 x 10^6 CFU/g), hơn 25 chủng vi nấm có lợi (Chaetomium spp, Trichoderma spp, Paecilomyces spp, vi sinh phân giải kali, lân), dinh dưỡng hữu cơ lên men cô đặc, amino axit, axit fluvic.', 'Thành phần Bio Soil': 'Mật số vi sinh Bacillus spp (1 x 10^8 CFU/ml), các chủng vi sinh có lợi cho đất (Rhodopseudomonas spp, Actinomycetes, Saccharomyces spp, Mucor sp, Penicilum spp), pHH2O: 5, tỷ trọng: 1,1.', 'Công dụng': 'Xử lý toàn bộ quần thể nấm Phytophthora, bổ sung dinh dưỡng, kích thích rễ mới, phục hồi và bảo vệ bộ rễ, cân bằng và duy trì nồng độ pH đất, ức chế khả năng phát sinh bệnh hại của nấm đất và tuyến trùng, tăng cường sức sống cho cây.', 'Hướng dẫn sử dụng': ['Kiểm tra và cân bằng nồng độ pH đất về mức 5,5 – 6,5.', 'Trị bệnh: Pha 1 bộ Be Green & Bio Soil + 200 – 300 lít nước, tưới quanh gốc. Phun 2 – 3 lần, mỗi lần cách 7 – 10 ngày.', 'Phòng bệnh (khi bệnh giảm): Pha 1 bộ Be Green & Bio Soil + 400 – 600 lít nước để phun phòng cho vườn.']}}"
Khổ qua,Vàng trái non do nấm Fusarium oxysporum (Héo vàng),Nấm Fusarium oxysporum xâm nhiễm bộ rễ,"Vàng đầu trái non, thối đầu trái, bộ rễ bị nấm xâm nhiễm, cây sinh trưởng kém, héo từng nhánh, chết cây. Nặng hơn có thể phát sinh tuyến trùng sưng rễ.","Áp dụng mô hình khổ qua ghép gốc mướp. | Thu gom sạch trái, lá, dây khổ qua nhiễm bệnh, tiêu huỷ xa vườn và phun thuốc ngăn chặn. | Sử dụng thuốc sinh học BE GREEN để tiêu diệt và phòng trừ nấm bệnh lưu tồn trong đất, cải tạo đất."
Khổ qua,Vàng trái non do thiếu canxi (và trung – vi lượng),"Cây khổ qua thiếu trung – vi lượng, đặc biệt là canxi.","Gân chính, gân phụ và phần thịt quanh gân có màu xanh đậm hơn, lá co dúm, biến dạng. Vỏ trái chuyển vàng từng mảng, một số chỗ trên vỏ và cuống trái vẫn còn màu xanh nhạt.","Bóp nát vỏ trứng rồi bón cho giàn khổ qua. | Kết hợp bón phân chứa các trung – vi lượng để cải thiện dần ở đợt ra trái sau. | Sử dụng phân bón lá siêu dinh dưỡng VI AMEN để bổ sung dinh dưỡng, tăng khả năng quang hợp, chống rụng hoa, vàng trái non."
Khổ qua,Vàng trái non do nước tưới nhiễm phèn,"Nước nhiễm phèn chứa hàm lượng sắt và mangan rất cao, ảnh hưởng đến khả năng hút kẽm của cây, cản trở hoạt động vận chuyển nước và dinh dưỡng.","Cây phát triển kém, thân còi cọc, năng suất giảm, gây ra tình trạng chín trái non.","Kiểm tra, xử lý nguồn nước nhiễm phèn trước khi tưới. | Xả nước cho đất trồng khổ qua, sau đó tưới nước sạch liên tục để rửa phèn trong đất. | Sử dụng thuốc sinh học BE GREEN để cải tạo đất nhiễm phèn."
Khổ qua,Vàng trái non/thối trái do Ruồi vàng đục trái,Ruồi vàng (Bactrocera cucurbitae) dùng vòi chích vào thân khổ qua để đẻ trứng. Trứng nở thành dòi và phá hoại thịt trái bên trong.,"Trái bị đục, thối mềm, dễ rụng, vàng trái non đến trái chín.","Bao trái từ sớm. | Phun thuốc sinh học diệt quần thể ruồi vàng. | Treo bẫy sinh học, bẫy pheromone để dẫn dụ ruồi vàng. | Trồng xen cây ổi hoặc cây lá lốt để xua đuổi ruồi vàng. | Sử dụng thuốc đặc trị ruồi vàng PE INSECTS để ngăn ngừa và tiêu diệt."
Khổ qua,Vàng trái non do thụ phấn kém,"Mật độ lá rậm rạp, dây leo chằng chịt không được cắt tỉa định kỳ, che khuất hoa, cản trở ong và các loài côn trùng khác thụ phấn.","Vàng trái non sau khi đậu được một thời gian, tỷ lệ thụ phấn giảm dẫn đến trái rụng hoặc phát triển kém.","Cắt tỉa định kỳ để giàn thông thoáng, giúp lá tiếp xúc tốt với ánh nắng mặt trời. | Phun thuốc kích hoa dưỡng nụ hỗ trợ quá trình thụ phấn trên cây khổ qua. | Sử dụng phân bón lá siêu dinh dưỡng VI AMEN để tăng tỷ lệ ra hoa đậu trái."
Bắp cải,Thối hạch,"Nấm Sclerotinia sclerotiorum là tác nhân chính gây bệnh. | Nấm có thể lưu tồn và gây hại từ cỏ dại, tàn dư thực vật của vụ trước, và có thể tồn tại trong đất đến 2 năm. | Điều kiện sinh trưởng lý tưởng của nấm: Nhiệt độ 15 – 25°C, pH đất 5 – 8, Độ ẩm ≥ 90%. | Bệnh phát sinh gây hại tại các vườn có mật độ trồng dày đặc, không gian sống thiếu nắng, nhiệt độ và độ ẩm thấp, kéo dài liên tục.","Lá già sát gốc đất: Chuyển sang màu vàng nâu, xuất hiện các vết bệnh không rõ hình thù gây thối lá. | Trên bắp cải: Bệnh lây nhiễm từ ngoài vào trong, ban đầu là những chấm nhỏ, về sau phát triển thành các vết bệnh mất màu gây thối trái. | Trong điều kiện môi trường ẩm ướt lý tưởng, nấm S. sclerotiorum sẽ tạo thành các hạch đen tại khu vực nhiễm bệnh, đồng thời phủ một lớp tơ trắng trên vết bệnh, lây lan toàn bộ cải bắp. | Nếu trời nắng, các bộ phận nhiễm bệnh chuyển thành màu vàng nâu, vết bệnh khô không bốc mùi thối. | Quan trọng là bệnh thối hạch trên bắp cải cũng gây tình trạng thối nhũn nhưng không có mùi thối (khác với bệnh thối nhũn vi khuẩn có mùi thối ướt đặc trưng). | Đối với cây bắp cải con: Khiến cây thối gốc, ngã đổ và chết sớm, làm giảm đáng kể năng suất. | Đối với cây bắp cải trưởng thành: Bắp bị thối không thể thu hoạch và tiêu thụ, bệnh có thể lây lan trên diện rộng với tốc độ nhanh chóng.","{'Phòng ngừa và chăm sóc': ['Sử dụng giống bắp cải đã xác nhận, chống chịu stress, thời tiết tốt (ví dụ: No 70, NS Gross, Búp sen 3.000, Sakata 789).', 'Gieo trồng với mật độ hợp lý, phù hợp diện tích trồng.', 'Lên luống trồng cao giúp đất tiêu thoát nước dễ dàng.', 'Cân đối dinh dưỡng giữa N – P – K trong phân bón, vào mùa mưa tăng cường bón Kali.', 'Áp dụng hệ thống tưới phun tự động để dễ dàng kiểm soát lượng tưới, tránh tạo điều kiện cho bệnh phát sinh.', 'Luân canh trồng với lúa nước để giảm thiểu mầm bệnh nấm thối hạch.', 'Cày sâu lật đất sau thu hoạch, thu dọn vườn sạch sẽ, dùng Bio Soil cải tạo chất lượng và độ pH đất phù hợp.', 'Cắt tỉa lá già, lá bị sâu bệnh tạo không gian để cây bắp cải phát triển tối đa.']} | {'Sử dụng thuốc đặc trị (Phy FusaCo)': {'Thành phần': 'Mật số vi sinh 1,5 x 10^8 CFU/ml gồm Chaetomium spp, Trichoderma spp, Bacillus subtilis kết hợp với các hoạt chất enzyme ngoại bào và Chitosan dạng nano.', 'Công dụng': ['Ngăn chặn nấm S. sclerotiorum lây lan bệnh thối hạch bắp cải trên toàn vườn.', 'Tăng cường khả năng chống chịu cho cây bắp cải trước các tác nhân gây hại, thời tiết bất lợi.', 'Kích thích cơ chế phòng vệ cho cây trồng thông qua nâng cao hệ miễn dịch.', 'Phòng trừ một số bệnh hại bắp cải do nấm khác như: thối gốc, sương mai, đốm lá, thán thư, nứt thân xì mủ.', 'Phy FusaCo kéo dài hiệu lực đối kháng nấm bệnh, tác động phổ rộng mạnh.', 'Không ảnh hưởng đến chất lượng bắp cải thu hoạch.'], 'Hướng dẫn sử dụng': {'Trị bệnh': 'Pha 250ml Phy FusaCo với 400 – 600 lít nước, tập trung phun kỹ dưới gốc và lá, mỗi lần cách nhau 5 – 7 ngày.', 'Phòng bệnh': 'Pha 250ml Phy FusaCo với 800 – 1000 lít nước, cách phun tương tự như trên, mỗi lần cách nhau 15 – 30 ngày.'}}}"
Bắp cải,Thối nhũn,Do vi khuẩn gây ra.,Có mùi thối ướt đặc trưng (được dùng để phân biệt với bệnh thối hạch).,Không được đề cập chi tiết trong bài viết.
Cây cao su,Héo đen đầu lá (hay còn gọi là bệnh thán thư),"Do nấm Colletotrichum gloeosporioides (Penz.) Sacc tấn công vào các chóp và mép lá non. Nấm cần độ ẩm cao để sinh sôi và phát triển, phổ biến nhất vào đầu mùa mưa. Nhiệt độ phù hợp để nấm phát triển là 26-32 độ C, tối thiểu 28 độ C.","Trên lá non: Xuất hiện những đốm nâu nhạt ở đầu lá, sau đó lan rộng thành từng mảng thâm đen, gây rụng lá chét và rụng cuống lá. | Trên lá già: Không rụng nhưng méo mó, xuất hiện những nốt u sần, mặt lá gồ ghề. | Trên trái và chồi non: Xuất hiện vết bệnh màu nâu đến nâu đậm, dẫn đến chết chồi và khô trái. | Gây rụng lá non dưới 2 tuần tuổi. | Gây khô ngọn, khô cành từng phần, sau đó có thể dẫn đến khô toàn cây. | Khiến cây sinh trưởng và phát triển kém, giảm chất lượng gỗ khi thu hoạch và tỷ lệ ghép cây ít hiệu quả.","{'Phương pháp phòng ngừa': ['Lựa chọn những giống cao su chất lượng, khỏe mạnh từ những vườn ươm uy tín.', 'Vệ sinh vườn sạch sẽ, diệt cỏ dại xung quanh gốc cây để giảm ẩm độ và nguồn bệnh.', 'Cắt cành, tỉa tán cây theo định kỳ để vườn được thông thoáng và tạo không gian cho cành khỏe phát triển.', 'Tưới nước, bón phân với liều lượng hợp lý, cân bằng giữa các chất (tham khảo ý kiến kỹ sư nông nghiệp).', 'Canh tác cây ở những vườn có độ pH từ 4.5-5.5, tầng canh tác trên 1m.', 'Thường xuyên thăm vườn để sớm phát hiện dấu bệnh và có biện pháp xử lý hiệu quả.', 'Sử dụng các chế phẩm sinh học, phân bón hữu cơ để bảo vệ cây.'], 'Sử dụng thuốc đặc trị Phy Fusaco': {'Thành phần': 'Vi sinh tổng số (Chaetomium spp, Trichoderma spp, Bacillus subtilis: 1,5×10^8 CFU/ml), bào tử gốc từ các chủng nấm đối kháng (Chaetomium và Trichoderma), hoạt chất kháng sinh sinh học và Nano chitosan.', 'Công dụng': 'Xử lý dứt điểm tình trạng héo đen đầu lá; phòng trừ tận gốc các loại nấm bệnh như Colletotrichum, Fusarium, Phytophthora; hỗ trợ tăng sức đề kháng cho cây; nâng cao năng suất và chất lượng gỗ cao su.', 'Hướng dẫn sử dụng': ['Để trị bệnh: Hòa tan 250ml Phy Fusaco với 400-600 lít nước. Phun kỹ trên toàn bộ cây cao su, đặc biệt là trên những tán lá. Liều lượng phun thuốc cách nhau từ 5-7 ngày/lần.', 'Để phòng bệnh: Hòa tan 250ml Phy Fusaco với 800-1000 lít nước. Cách phun giống như trị nấm bệnh, sử dụng thuốc định kỳ từ 15-30 ngày/lần.', 'Có thể sử dụng chung Phy Fusaco cùng với các sản phẩm sinh học khác của AQ để nâng cao hiệu quả.', 'Bảo quản nơi khô ráo, thoáng mát, đóng chặt nắp khi còn dư.']}}"
