ten_cay,loai_benh,nguyen_nhan,trieu_chung,cach_dieu_tri
Lúa,"Đốm sọc vi khuẩn (còn được gọi là đốm sọc, sọc trong trên lúa)","Vi khuẩn Xanthomonas oryzae và Xanthomonas oryzicola là nguyên nhân chính gây ra bệnh. | Xâm nhập chủ yếu thông qua các vết thương cơ giới, lan truyền qua nước, mưa, gió hay do sự tiếp xúc cọ xát giữa các lá, cây trong ruộng lúa. | Điều kiện thuận lợi cho vi khuẩn phát triển: chân ruộng sâu trũng, kém màu mỡ, bón phân không cân đối (dư thừa đạm, thiếu kali), đồng ruộng gieo sạ dày, bị bóng cây che phủ. | Thời tiết có nhiệt độ từ 28-30 độ C, mưa nhiều, độ ẩm cao là điều kiện lý tưởng. | Vi khuẩn gây bệnh lan truyền qua hạt giống, trên tàn dư của lá và nước.","Trên gân lá bắt đầu xuất hiện các đốm nhỏ màu trắng hoặc vàng nhạt. | Các đốm nhỏ lan rộng ra thành các vết sọc dọc có màu vàng nhạt đến màu vàng sẫm, thường dọc theo gân lá. | Khi vi khuẩn tiếp tục phát triển mạnh, các vết sọc sẽ chuyển sang màu nâu đậm hoặc đen. | Trên các vết sọc có thể thấy các chất nhầy do vi khuẩn gây ra. | Gây tắc nghẽn các bó mạch dẫn, khiến cây lúa không thể hút được chất dinh dưỡng. | Nếu gây hại nặng, toàn bộ ruộng lúa chuyển sang màu vàng cam hay vàng nâu và có thể dẫn đến chết cây.","**Phương pháp phòng ngừa và chăm sóc:** | - Lựa chọn những giống lúa khỏe mạnh, có khả năng kháng bệnh. | - Vệ sinh đồng ruộng, loại bỏ cỏ dại để giảm nguồn lây nhiễm. | - Xử lý hạt giống trước khi gieo để diệt trừ vi khuẩn. | - Khi phát hiện bệnh, cần ngừng bón phân đạm, không phun các chất kích thích sinh trưởng hoặc phân bón lá. | - Điều chỉnh mực nước trong ruộng từ 5-10 cm. | - Sử dụng bột vôi rải đều trên ruộng lúa khi lá lúa còn ướt để sát khuẩn vết thương và hạn chế lây lan. | - Thăm đồng ruộng thường xuyên để phát hiện sớm các dấu hiệu và có biện pháp phòng trừ kịp thời. | **Sử dụng thuốc đặc trị (ví dụ Thuốc C99):** | - **Thành phần của C99:** Đồng (Cu): 15.000mg/l. | - **Công dụng của C99:** Phòng trừ dứt điểm bệnh đốm sọc vi khuẩn, phục hồi ruộng lúa, bảo vệ đồng lúa trước các tác nhân gây bệnh khác (như đốm lá, khô vằn, đạo ôn), cung cấp trung vi lượng giúp cây cứng cáp, lá dày, nâng cao sản lượng. | - **Hướng dẫn sử dụng trị bệnh:** Pha 500ml C99 với 180-200 lít nước, phun thuốc dạng sương đều trên toàn đồng ruộng, phun liên tiếp 1-2 lần, mỗi lần cách nhau 3-5 ngày. | - **Hướng dẫn sử dụng phòng bệnh:** Pha 500ml C99 với 200-300 lít nước, phun trên đồng ruộng vào thời kỳ lúa đẻ nhánh, làm đòng, trước khi trổ 10 ngày và sau khi trổ khoảng 7-10 ngày. | - **Lưu ý khi sử dụng C99:** Lắc đều sản phẩm trước khi phun, sử dụng vào sáng sớm hoặc chiều mát, tránh phun vào lúc trời mưa."
Cà chua,Nứt quả (Tình trạng chung),"Chênh lệch nhiệt độ ban ngày và ban đêm lớn (trên 4-5°C) | Lượng nước tưới thay đổi đột ngột (mưa đầu mùa, hấp thu nước và đạm quá mức) | Cắt tỉa sai cách (cắt tỉa cành lá quá mức, giảm quang hợp, dư thừa nước trong quả) | Bón thiếu canxi (dẫn đến thối đít trái và nứt quả) | Bệnh đốm vòng (trong điều kiện độ ẩm cao) | Bón đạm quá mức (khiến cà chua chín sớm, nhanh nứt vỏ)","Vết thương hở trên quả, tạo điều kiện cho nấm bệnh, vi khuẩn xâm nhiễm. | Quả nứt hoàn toàn không thể phục hồi hay tiêu thụ, thịt bên trong bị thối, hương vị không đảm bảo. | Các dạng nứt: nứt trái tập trung (vết nứt theo vòng tròn tại phần cuống), nứt vòng (vết nứt hình tròn đồng tâm từ cuống kéo xuống đít quả), vết nứt sẹo (ban đầu là vết bệnh khô màu nâu đen, sau nứt trái khi độ ẩm tăng mạnh).","Trồng giống cà chua VNS390 có khả năng chống chịu nứt quả tốt. | Sử dụng màng phủ nông nghiệp để hạn chế rửa trôi dinh dưỡng. | Phun phân bón lá Vi AMEN giúp lá cà chua khỏe mạnh, tăng khả năng quang hợp. | Áp dụng hệ thống tưới nhỏ giọt để kiểm soát lượng nước tưới. | Không bón đạm nhiều giai đoạn nuôi trái, cân đối các đa – trung – vi lượng. | Nếu nứt quả do nấm, dùng thuốc BVTV phun giai đoạn trái non tàn hoa giả. | Cắt tỉa đúng cách, không bấm ngọn, tỉa cành quá đà. | Đảm bảo độ thông gió khi trồng trong nhà kính. | Sử dụng thuốc sinh học Kfruit để tăng đậu trái, dưỡng trái, ngăn nứt quả (Pha 500ml Kfruit + 200 – 400 lít nước, tưới vào gốc giai đoạn hoa nở rộ, trái non và phát triển trái)."
Cà chua,Thiếu Canxi (dẫn đến Thối đít trái và nứt quả),"Bón thiếu canxi giai đoạn ra hoa và nuôi trái cà chua. | Bón đạm quá mức (làm cà chua chín sớm hơn, nhanh nứt vỏ hơn).","Thân cây ngắn, lá mất màu dần, ngọn non chuyển nâu, trên lá xuất hiện các vết cháy. | Dưới đít trái có đốm bệnh màu đen, lõm dần vào bên trong. | Cuối cùng là trái bị thối và nứt đôi tại đốm bệnh.","Cân đối lượng phân bón đa – trung – vi lượng, đặc biệt bổ sung đủ canxi giai đoạn ra hoa và nuôi trái. | Không bón đạm quá mức."
Cà chua,Đốm vòng,"Tác nhân: Nấm Alternaria solani. | Tấn công cây cà chua giai đoạn sinh trưởng, vụ xuân hè (tháng 3 – 6). | Phát sinh bệnh ở nhiệt độ từ 20 – 35°C, độ ẩm > 80%.","Lá già, lá sát gốc: xuất hiện các đốm bệnh màu nâu đen, đốm bệnh lớn dần có đường kính 1 – 2cm. | Hình thành các đường tròn đồng tâm màu vàng nâu sáng, bên trên có lớp nấm đen. | Trên quả: chỉ xuất hiện một đốm bệnh, biểu hiện tương tự như lá, trường hợp độ ẩm môi trường cao sẽ khiến cà chua bị nứt quả.","Dùng thuốc BVTV để phun giai đoạn trái non tàn hoa giả để ngăn chặn nấm bệnh phát sinh. | Sử dụng thuốc diệt nấm Antafungal (Pha 250g Antafungal + 200 lít nước, phun kỹ tán lá và gốc cà chua, nhắc lại sau 5 – 10 ngày để xử lý dứt điểm; hoặc pha 250g Antafungal + 400 lít nước, phun vào tán lá và gốc từ 2 – 3 lần/vụ để phòng trị)."
Cây quế,Nấm bệnh khô lá,Nấm Diaporthe,"Trên lá xuất hiện những đốm vàng nhỏ, sau đó lan dần ra mép lá. | Phần lá bị nấm bệnh khô dần và chuyển sang màu nâu. | Lây lan nhanh sang những lá khác. | Thường xuất hiện quanh năm, nặng nhất vào tháng 3-4 và tháng 10-11.","**Phòng ngừa chung:** | Lựa chọn giống cây quế khỏe mạnh, sạch bệnh, có sức chống chịu tốt. | Loại bỏ ngay những cành lá bị bệnh để giảm thiểu tình trạng lây nhiễm. | Trồng cây ở những nơi thoát nước tốt, có nhiều mùn và mật độ hợp lý. | Tăng cường bón phân, tưới nước đầy đủ. | Dọn dẹp, vệ sinh vườn trồng sạch sẽ. | **Sử dụng thuốc đặc trị:** | {'Tên thuốc': 'Chatomium AQ11 (Sản phẩm sinh học)', 'Thành phần chính': 'Chaetomium cupreum 1.5×10^6 CFU/g bột, hơn 40 chủng vi sinh đối kháng (Chaetomium spp, Trichoderma spp, Bacillus spp) và các hệ vi sinh giúp cải tạo đất.', 'Công dụng': 'Phòng trừ tận gốc các loại nấm khuẩn gây bệnh, tăng cường sức đề kháng cho cây, nâng cao sản lượng thu hoạch.', 'Hướng dẫn sử dụng': {'Để trị nấm khuẩn': '500g Chatomium hòa tan với 200-300 lít nước, thực hiện phun từ 3-5 ngày/lần.', 'Để phòng nấm khuẩn': '500g Chatomium hòa tan với 600-800 lít nước, thực hiện phun cách nhau từ 15-30 ngày/lần (tùy điều kiện thời tiết).'}}"
Cây quế,Bệnh phấn trắng,Nấm Sphaerotheca pannosa,"Nấm có dạng bột màu trắng xuất hiện trên cây. | Thường xuất hiện vào giai đoạn cây con đến khi thu hoạch. | Phát triển mạnh từ tháng 9 đến tháng 12 vào thời tiết nóng ẩm thất thường. | Những vườn trồng không được chăm sóc kỹ lưỡng, cắt tỉa thường xuyên thì dễ bị nấm bệnh phát triển và gây hại mạnh hơn.","**Phòng ngừa chung:** | Lựa chọn giống cây quế khỏe mạnh, sạch bệnh, có sức chống chịu tốt. | Loại bỏ ngay những cành lá bị bệnh để giảm thiểu tình trạng lây nhiễm. | Trồng cây ở những nơi thoát nước tốt, có nhiều mùn và mật độ hợp lý. | Tăng cường bón phân, tưới nước đầy đủ. | Dọn dẹp, vệ sinh vườn trồng sạch sẽ. | **Sử dụng thuốc đặc trị:** | {'Tên thuốc': 'Chatomium AQ11 (Sản phẩm sinh học)', 'Thành phần chính': 'Chaetomium cupreum 1.5×10^6 CFU/g bột, hơn 40 chủng vi sinh đối kháng (Chaetomium spp, Trichoderma spp, Bacillus spp) và các hệ vi sinh giúp cải tạo đất.', 'Công dụng': 'Phòng trừ tận gốc các loại nấm khuẩn gây bệnh, tăng cường sức đề kháng cho cây, nâng cao sản lượng thu hoạch.', 'Hướng dẫn sử dụng': {'Để trị nấm khuẩn': '500g Chatomium hòa tan với 200-300 lít nước, thực hiện phun từ 3-5 ngày/lần.', 'Để phòng nấm khuẩn': '500g Chatomium hòa tan với 600-800 lít nước, thực hiện phun cách nhau từ 15-30 ngày/lần (tùy điều kiện thời tiết).'}}"
Cây quế,Nấm gây khô mép lá,Nấm Colletotrichum sp,Trên lá và quả của cây quế có những đốm tròn màu nâu sẫm. | Những lá bị bệnh sẽ có biểu hiện xoăn lại. | Lâu ngày trên đốm bệnh có những chấm nhỏ màu đen (đĩa bào tử). | Phát triển mạnh trong khí hậu ẩm ướt.,"**Phòng ngừa chung:** | Lựa chọn giống cây quế khỏe mạnh, sạch bệnh, có sức chống chịu tốt. | Loại bỏ ngay những cành lá bị bệnh để giảm thiểu tình trạng lây nhiễm. | Trồng cây ở những nơi thoát nước tốt, có nhiều mùn và mật độ hợp lý. | Tăng cường bón phân, tưới nước đầy đủ. | Dọn dẹp, vệ sinh vườn trồng sạch sẽ. | **Sử dụng thuốc đặc trị:** | {'Tên thuốc': 'Chatomium AQ11 (Sản phẩm sinh học)', 'Thành phần chính': 'Chaetomium cupreum 1.5×10^6 CFU/g bột, hơn 40 chủng vi sinh đối kháng (Chaetomium spp, Trichoderma spp, Bacillus spp) và các hệ vi sinh giúp cải tạo đất.', 'Công dụng': 'Phòng trừ tận gốc các loại nấm khuẩn gây bệnh, tăng cường sức đề kháng cho cây, nâng cao sản lượng thu hoạch.', 'Hướng dẫn sử dụng': {'Để trị nấm khuẩn': '500g Chatomium hòa tan với 200-300 lít nước, thực hiện phun từ 3-5 ngày/lần.', 'Để phòng nấm khuẩn': '500g Chatomium hòa tan với 600-800 lít nước, thực hiện phun cách nhau từ 15-30 ngày/lần (tùy điều kiện thời tiết).'}}"
Cây quế,Bệnh tua mực,Nấm Mammaria cetasi và nấm Lacelinopsis sp (môi giới lan truyền là bọ trĩ và rầy lưng đỏ),Trên thân cây sẽ xuất hiện khối u ở vỏ thân. | Trên những khối u này sẽ lan dần và phát triển thành các tua dài ngắn cùng với số lượng khác nhau. | Những cây có nhiều tua thì dễ bị các loài sinh vật khác tấn công hơn.,"**Phòng ngừa chung:** | Lựa chọn giống cây quế khỏe mạnh, sạch bệnh, có sức chống chịu tốt. | Loại bỏ ngay những cành lá bị bệnh để giảm thiểu tình trạng lây nhiễm. | Trồng cây ở những nơi thoát nước tốt, có nhiều mùn và mật độ hợp lý. | Tăng cường bón phân, tưới nước đầy đủ. | Dọn dẹp, vệ sinh vườn trồng sạch sẽ. | **Sử dụng thuốc đặc trị:** | {'Tên thuốc': 'Chatomium AQ11 (Sản phẩm sinh học)', 'Thành phần chính': 'Chaetomium cupreum 1.5×10^6 CFU/g bột, hơn 40 chủng vi sinh đối kháng (Chaetomium spp, Trichoderma spp, Bacillus spp) và các hệ vi sinh giúp cải tạo đất.', 'Công dụng': 'Phòng trừ tận gốc các loại nấm khuẩn gây bệnh, tăng cường sức đề kháng cho cây, nâng cao sản lượng thu hoạch.', 'Hướng dẫn sử dụng': {'Để trị nấm khuẩn': '500g Chatomium hòa tan với 200-300 lít nước, thực hiện phun từ 3-5 ngày/lần.', 'Để phòng nấm khuẩn': '500g Chatomium hòa tan với 600-800 lít nước, thực hiện phun cách nhau từ 15-30 ngày/lần (tùy điều kiện thời tiết).'}}"
Hồng môn,Cháy lá,"Nắng nóng và ánh sáng mặt trời chiếu vào cây trong thời gian dài (chiếm khoảng 90% nguyên nhân). | Đất trồng xấu, đất quá khô hoặc quá chặt khiến cây không thể hút nước và các dưỡng chất (chiếm khoảng 10% nguyên nhân).","Lá cây bị cháy, gây ảnh hưởng lớn đến khả năng phát triển của cây cũng như vẻ đẹp vốn có.","{'Phòng ngừa và chăm sóc': ['Lựa chọn đất trồng phù hợp: tơi xốp, thoáng khí, giàu chất dinh dưỡng.', 'Trộn thêm than bùn và đất cát để cây thoát nước tốt hơn.', 'Tránh tưới nước thường xuyên cho cây, có thể sử dụng bình phun sương cho lá khi không khí hanh khô.', 'Đặt cây ở những nơi có ánh sáng phù hợp, có ánh nắng nhẹ.', 'Duy trì nhiệt độ phù hợp (khoảng 20 độ C); nếu trên 30 độ C cần che chắn, làm mát.', 'Cắt tỉa cành xấu, hư hỏng để tạo không gian cho chồi mới phát triển.', 'Sử dụng các sản phẩm sinh học để phòng ngừa nấm bệnh.'], 'Sử dụng thuốc Antafungal (chế phẩm sinh học)': {'Thành phần': '10^7 CFU/g (Chaetomium spp, Trichoderma spp, Paecilomyces sp và các chủng vi khuẩn lên men hỗ trợ cải tạo đất, các loại Humic, Fluvic, và rất nhiều vi lượng ở dạng EDTA…)', 'Công dụng': 'Xử lý, phòng trừ dứt điểm bệnh cháy lá và các loại nấm bệnh khác.', 'Hướng dẫn sử dụng': {'Xử lý bệnh': 'Dùng 250g Antafungal hòa tan với 200 lít nước, phun và tưới kỹ trên tán cây và dưới gốc, mỗi lần phun cách nhau khoảng 5-10 ngày/lần.', 'Phòng bệnh': 'Dùng 250g Antafungal pha với 400 lít nước, sử dụng khoảng 2-3 lần/vụ.'}}}"
Hồng môn,Héo lá,Nấm bệnh (không được nêu chi tiết cụ thể trong bài viết),Lá cây có dấu hiệu héo.,"{'Sử dụng thuốc Antafungal (chế phẩm sinh học)': {'Thành phần': '10^7 CFU/g (Chaetomium spp, Trichoderma spp, Paecilomyces sp và các chủng vi khuẩn lên men hỗ trợ cải tạo đất, các loại Humic, Fluvic, và rất nhiều vi lượng ở dạng EDTA…)', 'Công dụng': 'Xử lý, phòng trừ dứt điểm các loại nấm bệnh.', 'Hướng dẫn sử dụng': {'Xử lý bệnh': 'Dùng 250g Antafungal hòa tan với 200 lít nước, phun và tưới kỹ trên tán cây và dưới gốc, mỗi lần phun cách nhau khoảng 5-10 ngày/lần.', 'Phòng bệnh': 'Dùng 250g Antafungal pha với 400 lít nước, sử dụng khoảng 2-3 lần/vụ.'}}}"
Hồng môn,Vàng lá,Nấm bệnh (không được nêu chi tiết cụ thể trong bài viết),Lá cây có dấu hiệu vàng.,"{'Sử dụng thuốc Antafungal (chế phẩm sinh học)': {'Thành phần': '10^7 CFU/g (Chaetomium spp, Trichoderma spp, Paecilomyces sp và các chủng vi khuẩn lên men hỗ trợ cải tạo đất, các loại Humic, Fluvic, và rất nhiều vi lượng ở dạng EDTA…)', 'Công dụng': 'Xử lý, phòng trừ dứt điểm các loại nấm bệnh.', 'Hướng dẫn sử dụng': {'Xử lý bệnh': 'Dùng 250g Antafungal hòa tan với 200 lít nước, phun và tưới kỹ trên tán cây và dưới gốc, mỗi lần phun cách nhau khoảng 5-10 ngày/lần.', 'Phòng bệnh': 'Dùng 250g Antafungal pha với 400 lít nước, sử dụng khoảng 2-3 lần/vụ.'}}}"
Hồng môn,Phấn trắng,Nấm bệnh (không được nêu chi tiết cụ thể trong bài viết),Trên lá cây xuất hiện các mảng phấn trắng.,"{'Sử dụng thuốc Antafungal (chế phẩm sinh học)': {'Thành phần': '10^7 CFU/g (Chaetomium spp, Trichoderma spp, Paecilomyces sp và các chủng vi khuẩn lên men hỗ trợ cải tạo đất, các loại Humic, Fluvic, và rất nhiều vi lượng ở dạng EDTA…)', 'Công dụng': 'Xử lý, phòng trừ dứt điểm các loại nấm bệnh.', 'Hướng dẫn sử dụng': {'Xử lý bệnh': 'Dùng 250g Antafungal hòa tan với 200 lít nước, phun và tưới kỹ trên tán cây và dưới gốc, mỗi lần phun cách nhau khoảng 5-10 ngày/lần.', 'Phòng bệnh': 'Dùng 250g Antafungal pha với 400 lít nước, sử dụng khoảng 2-3 lần/vụ.'}}}"
Hồng môn,Sương mai,Nấm bệnh (không được nêu chi tiết cụ thể trong bài viết),Trên lá cây xuất hiện các dấu hiệu của bệnh sương mai.,"{'Sử dụng thuốc Antafungal (chế phẩm sinh học)': {'Thành phần': '10^7 CFU/g (Chaetomium spp, Trichoderma spp, Paecilomyces sp và các chủng vi khuẩn lên men hỗ trợ cải tạo đất, các loại Humic, Fluvic, và rất nhiều vi lượng ở dạng EDTA…)', 'Công dụng': 'Xử lý, phòng trừ dứt điểm các loại nấm bệnh.', 'Hướng dẫn sử dụng': {'Xử lý bệnh': 'Dùng 250g Antafungal hòa tan với 200 lít nước, phun và tưới kỹ trên tán cây và dưới gốc, mỗi lần phun cách nhau khoảng 5-10 ngày/lần.', 'Phòng bệnh': 'Dùng 250g Antafungal pha với 400 lít nước, sử dụng khoảng 2-3 lần/vụ.'}}}"
Mía,Trắng lá mía,"Dịch khuẩn bào Phytoplasma (nhóm 16SrXI). Lây truyền qua gốc mía, hom giống và có thể qua rầy nâu Matsumuratettix hiroglyphicus hoặc rầy đầu vàng. Thời tiết nắng mưa xen kẽ, nóng ẩm là môi trường lý tưởng để Phytoplasma phát sinh gây hại.","Giai đoạn mọc mầm: lá mầm màu trắng, lá mềm, cây mía không thể phục hồi và chết héo sau đó. | Giai đoạn đẻ nhánh: một số nhánh bị trắng lá, về sau toàn bộ lá trên khóm mía đều bị trắng (có trường hợp xuất hiện 1 vài nhánh không bị trắng lá). | Giai đoạn vươn lóng: các chồi bên mọc trên thân cây mía (chồi vô hiệu), chồi chết héo sau đó, đốt thân ngắn, cây phát triển kém hơn bình thường (ở giai đoạn này bệnh không biểu hiện triệu chứng trắng lá đặc trưng, khó phát hiện).","Thiết lập vùng nguyên liệu mía giống sạch bệnh, kiểm định bệnh hại từ giai đoạn sản xuất giống để sớm loại bỏ cây bệnh. | Xử lý hom giống theo yêu cầu kỹ thuật, đảm bảo loại bỏ hết mầm bệnh trắng lá (có thể dùng Funge King rải trực tiếp lên hom giống hoặc rắc lên mặt đất trồng để tiêu diệt mầm bệnh tiềm ẩn). | Khi phát hiện diện tích trồng mía nhiễm bệnh trắng lá (> 30%), tiến hành nhổ bỏ cả gốc và tiêu huỷ xa vườn càng sớm càng tốt. | Sử dụng bẫy sinh học hoặc thiên địch để tiêu diệt rầy môi giới lây truyền bệnh trắng lá mía (sử dụng thuốc trừ rầy đầu vàng Mebe Pa: Pha 20g Mebe Pa + 20 lít nước sạch, tập trung phun kỹ toàn cây, nhất là mặt dưới lá và vùng dưới tán cây mía, phun cách đợt từ 5 – 10 ngày/lần). | Tưới nước theo nhu cầu của cây mía, chú ý bổ sung nước vào mùa khô nắng cao. | Cân đối hàm lượng dinh dưỡng trong phân bón giúp cây mía sinh trưởng và phát triển hiệu quả. | Trồng mía tập trung theo mùa vụ, không tự ý phát sinh thêm diện tích trồng. | Vệ sinh dụng cụ làm vườn, máy móc khi di chuyển từ diện tích trồng này sang vị trí khác."
Cà chua,Vàng lá,"Nấm Fusarium oxysporum gây ra. Nấm lây lan qua gió, mưa, sâu bệnh, con người, hạt giống và tồn tại trong đất, tàn dư cây trồng. Phát triển mạnh trong điều kiện nhiệt độ 18-34 độ C, độ ẩm cao. Cũng do bón phân thừa đạm, thiếu lân hoặc kali, và chăm sóc không kỹ lưỡng.","Xuất hiện trên cây cà chua trưởng thành sau khi ra hoa. Lá chét bắt đầu vàng một bên, sau đó lan ra toàn bộ cây, cây héo và tàn lụi. Khi chẻ dọc thân cây, phần gốc có màu nâu hoặc nâu đỏ. Cây phát triển chậm, chết sau 1-2 tuần. Ảnh hưởng đến trái: không ra trái, trái nhỏ, teo tóp, kém mọng nước, không đạt chuẩn.","{'Phòng ngừa': ['Dọn dẹp vệ sinh, thu gom và tiêu hủy tàn dư cây bệnh xa vườn, tránh tạo vết thương hở trên cây.', 'Duy trì mật độ trồng phù hợp để vườn thông thoáng.', 'Tưới nước bằng hệ thống tưới chủ động, tránh ngập úng.', 'Bón phân đầy đủ, cân đối dinh dưỡng (sử dụng phân bón hữu cơ, phân chuồng hoai mục), đặc biệt giai đoạn ra hoa đậu quả.', 'Luân canh với các loại cây trồng khác họ để hạn chế nấm bệnh.'], 'Điều trị bằng chế phẩm sinh học Antafungal': {'Thành phần': '10^7 CFU/g các vi sinh hữu cơ (Chaetomium spp, Trichoderma spp, Paecilomyces sp và các chủng vi khuẩn lên men hỗ trợ quá trình cải tạo đất), Humic, Fluvic và nhiều loại trung vi lượng khác.', 'Hướng dẫn sử dụng': {'Để trị bệnh': 'Dùng 250g Antafungal hòa tan với 200 lít nước, phun kỹ trên tán cây, mỗi lần phun cách nhau 5-10 ngày.', 'Để phòng bệnh': 'Dùng 250g Antafungal hòa tan với 400 lít nước, phun tưới 2-3 lần/vụ.'}}}"
Cà chua,Héo rũ,"Không được đề cập chi tiết trong bài viết, chỉ nhắc đến là một trong các loại nấm bệnh mà Antafungal có thể xử lý.",Không được đề cập chi tiết trong bài viết.,Sử dụng chế phẩm sinh học Antafungal (Antafungal có công dụng xử lý héo rũ).
Cà chua,Sương mai,"Không được đề cập chi tiết trong bài viết, chỉ nhắc đến là một trong các loại nấm bệnh mà Antafungal có thể xử lý.",Không được đề cập chi tiết trong bài viết.,Sử dụng chế phẩm sinh học Antafungal (Antafungal có công dụng xử lý sương mai).
Cà chua,Phấn trắng,"Không được đề cập chi tiết trong bài viết, chỉ nhắc đến là một trong các loại nấm bệnh mà Antafungal có thể xử lý.",Không được đề cập chi tiết trong bài viết.,Sử dụng chế phẩm sinh học Antafungal (Antafungal có công dụng xử lý phấn trắng).
Cây nguyệt quế,Chết cành,"Bộ rễ đang gặp vấn đề (hư hỏng một phần hoặc toàn bộ, bị xâm nhập bởi nấm, vi khuẩn, tuyến trùng). | Thiếu hoặc thừa nước tưới không đồng đều (dẫn đến khô cành hoặc thối úng). | Thiếu hụt dinh dưỡng khiến cây yếu ớt. | Bị tấn công bởi nấm, vi khuẩn, côn trùng gây ra hiện tượng chết cành, khô teo. | Ánh sáng không phù hợp (đặt ở nơi khuất ánh sáng hoặc tiếp xúc với nắng mặt trời quá lâu). | Sự thay đổi môi trường đột ngột (đổi chậu, vị trí trồng) khiến cây bị sốc.","Cây chậm phát triển, không có hiện tượng ra đọt hay cành mới. | Lá bị vàng úa, rụng đầy gốc. | Phần cành có dấu hiệu sắp chết sẽ chuyển màu sang màu đậm hơn, teo nhỏ hơn các cành khác, ít lá vì rụng gần hết.","Kiểm tra bộ rễ, nếu rễ bị hư hỏng cần cưa bỏ ngay và bôi thuốc làm khô vết cắt để hạn chế nấm bệnh. | Trồng hoặc đặt chậu nguyệt quế ở những nơi có đủ ánh sáng mặt trời để cây quang hợp tốt. | Xử lý đất trồng trước khi trồng để loại bỏ nấm bệnh, virus, vi khuẩn, tuyến trùng. | Cắt tỉa cành lá, đặc biệt loại bỏ những cành đã chết, yếu không có khả năng phát triển. | Cung cấp nước tưới đầy đủ, không tưới quá nhiều cũng không quá ít (nên tưới vào sáng sớm hoặc chiều tối). | Bón phân để bổ sung dinh dưỡng, tăng cường sức đề kháng cho cây. | Phòng trừ sâu bệnh, côn trùng gây hại (có thể tham khảo sản phẩm sinh học Mebe Pa). | Thay đất mới định kỳ cho cây trồng trong chậu. | Sử dụng thuốc phòng trị Be Green chuyên điều trị nấm bệnh, vi khuẩn, tuyến trùng hại rễ, giúp kích ra rễ mới và tăng cường sức đề kháng. (Thành phần chính: Chaetomium cupreum, Paecilomyces sp, Chaetomium spp, Trichoderma spp, vi sinh phân giải lân, kali, chất hữu cơ lên men, axit fluvic, amino axit. Cách dùng: Phun trị 50g/40-80 lít nước tưới trực tiếp vùng đất dưới tán cây 5-10 ngày/lần; phun phòng 25g/20-40 lít nước tưới định kỳ 3-4 lần/vụ)."
Cây chè xanh,Vàng lá thối rễ,Vi khuẩn tấn công | Nấm tấn công (nấm bệnh gây hại ở phần rễ cây),"Rễ cây chè mục nát dần | Cản trở quá trình hấp thụ nước và dinh dưỡng của cây | Cây héo rũ, chết cây | Lá cây bị vàng","{'Phòng ngừa': ['Chọn giống chè đạt tiêu chuẩn, không nhiễm bệnh và có khả năng kháng chịu mầm bệnh tốt.', 'Chăm sóc cây chè bằng cách bón phân hữu cơ cung cấp vi sinh vật có ích cho đất, quản lý sâu bệnh hại.', 'Thu gom, xử lý, tiêu hủy sớm các cây có biểu hiện vàng lá thối rễ tránh xa nương chè để ngăn chặn lây lan.', 'Xử lý sạch sẽ nương chè bị thối rễ nặng (từ 30% tổng số cây), làm đất và bón phân cải tạo đất để gieo trồng tái canh.'], 'Điều trị bằng thuốc đặc trị': {'Tên thuốc': 'Be Green', 'Thành phần': ['Chaetomium cupreum 1.5×10^6 CFU/g bột', 'Tổ hợp hơn 25 chủng các nấm (Chaetomium spp, Trichoderma spp, Paecilomyces sp)', 'Vi sinh phân giải lân, kali', 'Dinh dưỡng hữu cơ lên men cô đặc, các loại amino axit, axit fulvic'], 'Công dụng': ['Phòng trừ các loại nấm bệnh gây lở cổ rễ, thối rễ.', 'Phục hồi cây trồng nhiễm nấm thối rễ, vàng lá.', 'Kích thích cây ra rễ và bảo vệ bộ rễ trước sự tấn công từ nấm, khuẩn và tuyến trùng hại rễ.', 'Bổ sung nguồn vi sinh có lợi, tăng cường sức đề kháng cho cây, cải tạo đất, nâng cao hiệu quả sử dụng phân bón.'], 'Hướng dẫn sử dụng': {'Phun trị bệnh': 'Dùng 50g Be Green hòa tan vào 40 – 80 lít nước, phun tưới trực tiếp ở vùng đất dưới tán cây chè. Tiến hành xử lý 5-10 ngày/lần, sau đó thực hiện phun phòng bệnh.', 'Phun phòng bệnh': 'Dùng 25g Be Green hòa tan vào 20 – 40 lít nước, tưới định kỳ cho cây chè 3-4 lần/vụ.'}}}"
Bí đỏ,Vàng lá do dinh dưỡng không cân đối,Thiếu Kali | Thiếu Canxi | Thiếu Boron | Thiếu Fe,"Thiếu Kali: lá vàng, cháy xém từ rìa lá lan rộng đến thịt giữa gân lá, gân chính gân phụ còn xanh, lá khô dần và héo. | Thiếu Canxi: lá non chuyển vàng, cháy xém, biến dạng, lõm xuống do mép lá cong lại, điểm sinh trưởng khô đen, quả phát triển bất thường. | Thiếu Boron: lá non chuyển vàng từ mép lá lan dần vào bên trong, tỷ lệ ra hoa đậu trái giảm do điểm sinh trưởng khô đen. | Thiếu Fe: lá non úa vàng, gân chính và gân phụ còn màu xanh, theo thời gian gân lá cũng chuyển màu và có thể làm cháy lá.","Bón phân định kỳ, cân đối dinh dưỡng. | Sử dụng phân bón lá dinh dưỡng Vi AMEN để giúp lá xanh dày, cứng lá."
